id,Price,Address,zip,status,mls,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT,CrimeRate
1119,385000,3729 W BUTLER DR,85051,Closed,6384149,STARDUST SKIES UNIT 4,1964,3,2,1282,4.3
1120,460000,8346 N 55TH AVE,85302,Closed,6379992,DEBORAH HOMES NO. 3,1971,5,3,2155,0.0
1121,305000,8622 S 7TH PL,85042,Closed,6377197,CRESTLEA 2,1964,3,1,1039,2.9
1122,545000,2738 N GREENFIELD RD,85006,Closed,6385954,GREENFIELD GARDENS BLOCKS 6 7,1944,4,2,2102,1.9
1123,520000,4640 N 11TH PL,85014,Closed,6385810,HIXSON HOMES,1947,4,2,1975,1.9
1124,300000,6918 W COOLIDGE ST,85033,Closed,6392809,MARYVALE TERRACE 26 AMD LOTS 10369-10434 & TR A,1960,3,1.5,1391,3.0
1125,477500,1219 W 10TH PL,85281,Closed,6388099,WESTGATE SUB 3,1972,3,2,1408,0.0
1126,240000,1628 E SUNLAND AVE,85040,Closed,6391521,LA CHULA VISTA SUB,1950,3,2,1800,2.8
1127,475000,7856 W SAN MIGUEL AVE,85303,Closed,6379837,MONTEBELLO ESTATES,1999,4,2,1930,0.0
1128,479100,6529 W PIONEER ST,85043,Closed,6390984,ESTRELLA MANOR,2001,3,2.5,2378,3.2
1129,682500,4502 E JOAN DE ARC AVE,85032,Closed,6374410,Roadrunner Estates East,1978,3,2,1768,3.2
1130,615000,2929 E BLOOMFIELD RD,85032,Closed,6366174,TOPAZ PARK,1972,3,2,1973,3.2
1131,417000,7951 W MONTEROSA ST,85033,Closed,6372740,WILLOWS WEST 4,1983,3,2,1530,3.0
1132,745000,14836 N HANA MAUI DR,85022,Closed,6377721,MOON VALLEY 2,1974,4,2.5,3211,2.6
1133,495000,1706 E ROMA AVE,85016,Closed,6378819,MONTECITO TRACT 2,1953,3,1,1395,3.2
1134,285000,2745 E PORTLAND ST,85008,Closed,6382470,DEL REY LOTS 21-58 & LOT 99,1963,3,2,1124,4.5
1135,348000,3031 W BUTLER DR,85051,Closed,6384919,ALTA VISTA 3,1953,3,1.5,1122,4.3
1145,470000,4727 W LYDIA LN,85339,Closed,6384528,ROGERS RANCH PARCEL 15,2017,4,3,1853,2.0
1146,360000,4217 W VISTA AVE,85051,Closed,6375185,"LORI HEIGHTS LOTS 204-223, 294-327",1963,3,2,1188,4.3
1147,472000,10417 N 64TH AVE,85302,Closed,6383442,CHAPARRAL RANCH LT 100-248,1985,3,2,1799,0.0
1148,400000,5123 W SELDON LN,85302,Closed,6381101,ROYAL OAKS UNIT 9,1983,3,1.75,1234,0.0
1149,380000,5228 W WARNER ST,85043,Closed,6384706,RIVERBEND 1 UNIT A,2006,3,2.5,1452,3.2
1150,670000,811 E PORT AU PRINCE LN,85022,Closed,6349023,HIDDEN HILLS,1977,4,2,1980,2.6
1151,542000,3908 W COLUMBINE DR,85029,Closed,6363847,CACTUS PARK 2,1996,3,2,2272,3.3
1152,367000,5802 W Virginia AVE,85035,Closed,6384778,HOMESTEAD TERRACE,1970,4,2,1540,3.3
1153,425000,2509 W FAWN DR,85041,Closed,6384945,SILVA MOUNTAIN UNIT 1,2007,3,2,1515,4.5
1155,383000,2335 W Shaw Butte DR,85029,Closed,6382464,VALLEY VISTA UNIT 4A,1968,4,2,1469,3.3
1156,875000,7251 E MANZANITA DR,85258,Closed,6384101,SANTO TOMAS SCOTTSDALE 1,1978,3,2,1991,0.0
1158,590000,903 E BASELINE RD,85042,Closed,6380832,KNOX RANCH SUBDIVISION,1989,3,2,2010,2.9
1159,375000,4838 W SOLANO DR N,85301,Closed,6330968,BETHANY HEIGHTS 4,1975,4,2,1960,0.0
1160,875000,2210 E SHEA BLVD,85028,Closed,6379838,DESERT VISTA UNIT 5 AMD,1977,4,2,2600,0.6
1161,277000,8201 W EARLL DR,85033,Closed,6390065,MARYVALE TERRACE 30 TR A,1969,3,1,960,3.0
1164,300000,4426 W SUNNYSLOPE LN,85302,Closed,6375147,SKYVIEW NORTH,1971,2,1,896,0.0
1166,260000,5432 W MYRTLE AVE,85301,Closed,6381173,COOK & WHITE ADD AMD,1947,3,1,1300,0.0
1167,198000,5522 W MYRTLE AVE,85301,Closed,6381182,"CATLIN COURT BLK 13-15, 18-20",1915,3,1,855,0.0
1168,243500,4237 W LATHAM ST,85009,Closed,6387998,WINONA PARK 2 LOTS 75-78,1960,3,1,975,4.0
1169,415000,2318 W CLAREMONT ST,85015,Closed,6366330,CAVALIER FREEWAY,1956,4,2,1296,5.5
1171,344000,3223 W ACAPULCO LN,85053,Closed,6384731,"COUNTRY GABLES 2 LOT 256-281, 294-325, & TR D",1970,3,1.75,1562,1.5
1172,560000,7537 N 17TH DR,85021,Closed,6365478,NORTHERN STAR UNIT 2,1954,4,1.75,1830,2.8
1173,400000,6022 W PUEBLO AVE,85043,Closed,6383640,RIO DEL REY UNIT 2,2003,3,2,1442,3.2
1174,365000,6419 W Desert Cove AVE,85304,Closed,6372621,Westbury Manor,1983,3,2,1292,0.2
1175,330000,6751 W ORANGE DR,85303,Closed,6377947,WEST CAMELBACK VILLAGE,1973,2,1,816,0.0
1176,721000,631 N 74th PL,85257,Closed,6381316,"NEW PAPAGO PARKWAY 11 LOTS 588-607, 614-628&TR C",1960,4,3,1508,#N/A
1177,485000,6958 W BROWN ST,85345,Closed,6370905,BRAEMAR UNIT 7,1986,3,2,1742,0.0
1178,550000,2429 E BEVERLY RD,85042,Closed,6382165,MOUNTAIN TRAILS EAST,2018,3,2,1902,2.9
1179,370000,5417 W CYPRESS ST,85035,Closed,6379920,WEDGEWOOD PARK,1973,3,2,1308,3.3
1180,865000,3402 E INDIANOLA AVE,85018,Closed,6373409,WILSHIRE TERRACE,1958,4,3,2031,2.2
1181,457000,9226 N 48TH DR,85302,Closed,6380949,SANDS WEST UNIT FIVE,1974,4,2,2012,0.0
1182,775000,438 W HARMONT DR,85021,Closed,6369245,DIANA ESTATES PLAT 3,1956,3,2,2359,2.8
1183,455000,2240 W BERRIDGE LN,85015,Closed,6376281,MELROSE VALLEY ESTATES 1,1958,4,2,1843,5.5
1184,405000,6218 W WOOD ST,85043,Closed,6372065,RIO DEL REY UNIT 1,2001,4,2,1610,3.2
1185,435000,5708 W FRIER DR,85301,Closed,6377605,SANDS ESTATES 5,1972,3,2,2374,0.0
1186,389000,6541 W RIVA RD,85043,Closed,6374567,ESTRELLA MANOR,2002,3,2,1258,3.2
1187,432000,2405 W ELLIS ST,85041,Closed,6379203,COPPER CREEK,2002,3,2,1763,4.5
1188,375000,3850 N 12TH AVE,85013,Closed,6382148,WOODLAWN PARK,1947,2,1,1000,2.0
1189,450000,505 W DESERT LN,85041,Closed,6382791,HIGHLINE ESTATES,2015,3,2,1618,4.5
1190,430000,3823 N 84TH LN,85037,Closed,6382782,ARIZONA HOMES NO. 2,1971,4,2,1687,1.9
1191,450000,6638 S 18TH LN,85041,Closed,6365676,VINEYARD PARK,2003,3,2,1741,4.5
1192,390000,3828 W LAWRENCE RD,85019,Closed,6374987,FLEETWOOD UNIT 3,1958,3,3,1588,2.5
1193,485000,5317 W SELDON LN,85302,Closed,6362488,ROYAL OAKS UNIT 9,1980,3,1.75,1725,0.0
1194,555000,5612 S 58TH LN,85339,Closed,6375315,RIVERWALK VILLAGES PHASE 3 REPLAT,2015,4,2.5,2462,2.0
1195,800000,5617 S MONTEZUMA ST,85041,Closed,6348941,None,1950,4,2,1653,4.5
1196,520000,8307 S 23RD DR,85041,Closed,6347487,SILVA MOUNTAIN UNIT 1,2010,4,2.5,2326,4.5
1197,795000,11423 N 12TH PL,85020,Closed,6366945,LEGEND AT POINTE TAPATIO CLIFFS,2002,3,2.5,2557,2.1
1198,368199,2024 E HUBBELL ST,85006,Closed,6386055,JACKSON VILLA LOTS 1-27,1950,3,1.75,1364,1.9
1199,554900,6828 S 12TH PL,85042,Closed,6378652,CORTONA,2021,4,3,1946,2.9
1200,300000,3919 W TUCKEY LN,85019,Closed,6378008,WEST PLAZA 12 LOT 2042-2211,1960,2,1.75,1161,2.5
1201,899000,8236 E GLENROSA AVE,85251,Closed,6383172,SCOTTSDALE ESTATES 9 LOTS 1184-1350,1959,3,2,1550,0.0
1202,585000,7315 N 82ND DR,85303,Closed,6356297,WEST GLENN ESTATES,2002,5,3,2629,0.0
1203,335000,1324 W SUNLAND AVE,85041,Closed,6381425,HIGHLAND PARK SUB PLAT 1,1955,3,1,863,4.5
1204,651000,1336 E Georgia AVE,85014,Closed,6372499,SHERWOOD VILLAGE LOTS,1955,3,2,1677,1.9
1205,565000,3147 W KINGS AVE W,85053,Closed,6367620,RANCHO ENCANTO UNIT 2,1978,4,2,2073,1.5
1212,360000,3334 W Culver ST,85009,Closed,6374174,WESTCROFT PLACE PLAT 2,1946,3,2,1250,4.0
1213,675000,2628 N 31st ST,85008,Closed,6372673,Matthews Tract,2021,4,3.5,2774,4.5
1214,518000,5141 W BOWKER ST,85339,Closed,6364978,RIVER WALK VILLAGES PHASE 1,2002,3,2,2072,2.0
1215,751111,14226 N 14TH ST,85022,Closed,6356833,LEGACY AT THE POINTE LOT 1-67 TR A-N,1994,5,3.5,4272,2.6
1216,541600,7916 W ROSE LN,85303,Closed,6384065,SHADOW VIEW RANCH LOT 1-46 TR A-C,1995,4,2,2150,0.0
1217,290000,1206 E ADAMS ST,85034,Closed,6344630,EASTLAKE PARK UNIT ONE LOT 13-16 TR A,1926,2,1,832,1.9
1218,470000,920 W MERCER LN,85029,Closed,6339520,SADDLE ROCK HILLS,1954,6,3,2079,3.3
1219,310000,2830 W SOLANO DR N,85017,Closed,6378735,CAVALIER PARKWAY,1950,2,1,977,4.1
1220,400000,3451 E Thunderbird RD,85032,Closed,6370705,PARADISE VALLEY OASIS,1970,3,1.75,1900,3.2
1221,257000,1007 S 4TH AVE,85003,Closed,6362347,MONTGOMERY,1916,2,1,850,1.1
1222,436000,13233 N 55TH DR,85304,Closed,6374901,THUNDERBIRD PALMS UNIT 4 AMD,1983,3,2,1169,0.2
1223,364000,4628 N 79TH AVE,85033,Closed,6366487,PONDEROSA HOMES WEST UNIT TWO,1978,2,1.5,1031,3.0
1224,386000,4318 N 85TH AVE,85037,Closed,6390658,SUNRISE TERRACE UNIT 3,1971,3,2,1422,1.9
1225,740000,8225 E CHAPARRAL RD,85250,Closed,6381128,SCOTTSDALE COUNTRY ACRES 2,1961,3,3,2054,#N/A
1226,460000,16036 N 11TH AVE 1071,85023,Closed,6367112,VILLAS AT MOON VALLEY CONDOMINIUM,2003,4,2,1619,3.4
1227,460000,7754 W MYRTLE AVE,85303,Closed,6348165,ORANGEWOOD ESTATES,2003,4,2,2045,0.0
1228,485000,9055 N 41ST AVE,85051,Closed,6377394,NEWCASTLE VILLAGE 1,1967,3,2,1759,4.3
1229,320000,3129 W MONTE VISTA RD,85009,Closed,6377111,NORTHWEST HOMESITES 2 BLKS 20-26,1945,3,1,1113,4.0
1230,550000,3227 E Presidio RD,85032,Closed,6383744,Paradise Valley Oasis 2,1962,3,2,1374,3.2
1231,426900,5652 W Cochise DR,85302,Closed,6386047,BRAEMAR ESTATES NO. 4,1975,3,2,1440,0.0
1232,408000,4012 W PALO VERDE DR,85019,Closed,6376955,WEST PLAZA 19,1968,3,2,1723,2.5
1233,400000,15835 N 23RD PL,85022,Closed,6377715,MOUNTAIN VISTA UNIT ONE,1981,2,1,1196,2.6
1234,407000,6035 W FAIRMOUNT AVE,85033,Closed,6381538,MARYVALE TERRACE 4 AMD,1958,3,2,1525,3.0
1235,399900,3108 W CHARTER OAK RD,85029,Closed,6383929,"WESTOWN 4 LOT 373-502, TRS A & B",1960,3,2,1350,3.3
1236,506000,7311 S 15TH LN,85041,Closed,6382255,ESTATES AT BASELINE,2004,4,2.5,2149,4.5
1237,383000,840 N 61ST DR,85043,Closed,6372359,CENTURA WEST 2,1981,3,2,1564,3.2
1238,735000,6842 S 27TH PL,85042,Closed,6376727,FAIRWAYS AT THE LEGACY UNIT 2 REPLAT,2001,3,2,2144,2.9
1239,890000,319 E FOREST HILLS DR,85022,Closed,6375607,MOON VALLEY 2,1975,4,2.5,2523,2.6
1240,576000,3823 E KINGS AVE,85032,Closed,6377163,VISTAS 2,1996,3,2,1713,3.2
1241,831000,15443 N 13TH AVE,85023,Closed,6360278,MOONLIGHT COVE TWO LOT 133-281 TR A-I,1994,5,2.5,3018,3.4
1242,332900,3825 W ORANGEWOOD AVE,85051,Closed,6352182,SUNGOLD 3,1962,3,2,1066,4.3
1243,420000,1706 E GRANADA RD,85006,Closed,6376391,MCDOWELL MANORS,1950,2,1,1116,1.9
1244,489000,11214 N 36TH DR,85029,Closed,6373574,MELROSE GARDENS NW UNIT T,1969,4,2,2093,3.3
1245,389000,4541 W PARK ST,85339,Closed,6369158,ROGERS RANCH UNIT 4,2007,3,2,1214,2.0
1246,730000,744 W BEVERLY LN,85023,Closed,6377967,MOONLIGHT COVE 3,1995,3,3,2384,3.4
1247,605000,5611 W BLOOMFIELD RD,85304,Closed,6373992,MISSION GROVES 2 AT MARSHALL RANCH LT 1-76 TR A B,1992,5,2.5,3024,0.2
1248,950000,8542 N FARVIEW DR,85258,Closed,6374108,EASTWOOD AMD,1979,3,2.5,2581,0.0
1249,240000,3536 W PIERCE ST,85009,Closed,6383448,WEST PHOENIX NO 2,1950,3,2,1138,4.0
1250,371000,4607 W MISSION LN,85302,Closed,6381822,SKYVIEW NORTH 1,1971,3,2,1119,0.0
1251,340000,5541 N 61ST LN,85301,Closed,6377324,MARYVALE TERRACE 20-A LTS 7490-7494,1959,3,1.5,1157,0.0
1252,720000,2117 W WINDSOR AVE,85009,Closed,6359201,GREENWAY TERRACE 2,1954,3,2,1722,4.0
1253,805000,835 E HEARN RD,85022,Closed,6372784,None,1988,3,2.75,2500,2.6
1254,600000,7315 E Taylor ST,85257,Closed,6376119,New Papago Pkwy,1961,3,2,1148,#N/A
1255,625000,7826 S 37TH WAY,85042,Closed,6370494,BLOSSOM HILLS,2018,4,3,2257,2.9
1256,394000,426 N 14TH ST,85006,Closed,6378932,STEWART TRACT,1946,2,2,1221,1.9
1257,789000,2408 E COCHISE RD,85028,Closed,6380309,GREENRIDGE 4,1972,4,2,2066,0.6
1258,437300,4939 W LYNNE LN,85339,Closed,6365881,RANCHO VERDE ESTATES,2005,4,2,1527,2.0
1259,364200,2006 N 77TH GLN,85035,Closed,6366214,VINSANTO,2008,3,2.5,1399,3.3
1260,377000,8223 W CAMPBELL AVE,85033,Closed,6351134,WILLOWS WEST,1974,3,2,1680,3.0
1261,520000,7313 S 12TH DR,85041,Closed,6346825,BASELINE MOUNTAIN RANCH,2017,4,3,2801,4.5
1262,801000,8114 E PICCADILLY RD,85251,Closed,6383107,SCOTTSDALE ESTATES 5,1958,4,2,2049,0.0
1263,385000,4129 W CARON ST,85051,Closed,6373994,NEWCASTLE VILLAGE 1,1968,3,1.75,1585,4.3
1264,353000,4013 W WAGON WHEEL DR,85051,Closed,6372012,LORI HEIGHTS AMD,1968,3,1.75,1420,4.3
1265,470000,5011 N 77TH DR,85303,Closed,6376750,MEADOWS 2,1972,4,3,2183,0.0
1266,420000,3631 W ROYAL PALM RD,85051,Closed,6374439,NORTHERN VILLAGE UNIT 4,1969,3,2,1500,4.3
1267,400000,4841 W Townley AVE,85302,Closed,6318211,NEW WORLD GLENDALE UNIT 1 AMD,1973,4,2,1689,0.0
1268,452000,3837 W COLUMBINE DR,85029,Closed,6375503,SWEETWATER SUBDIVISION UNIT 3,1971,5,2,1632,3.3
1269,350000,7527 W INDIANOLA AVE,85033,Closed,6370546,MARYVALE TERRACE 28 LOTS 11349-11374 & TR B,1961,5,2,1882,3.0
1270,410000,1446 E EDGEMONT AVE,85006,Closed,6371945,LAUREL HEIGHTS,1936,2,1,768,1.9
1271,750000,4617 E EMILE ZOLA AVE,85032,Closed,6386371,ROADRUNNER ESTATES EAST 3,1978,4,2,2049,3.2
1272,935000,6521 N 3RD ST,85012,Closed,6359218,NORTH CENTRAL GROVES 3,1954,3,2,2572,0.6
1273,320000,3648 W MORELAND ST,85009,Closed,6377577,WEST PHOENIX NO 4,1930,3,1,829,4.0
1274,549000,225 E Pierce ST,85281,Closed,6378824,PAPAGO PARKWAY,1959,3,2,1851,0.0
1275,850000,1108 E NORTHVIEW AVE,85020,Closed,6376505,NORTHWOOD HOMES 2,1954,3,1.75,1575,2.1
1276,305000,2750 W Turney AVE,85017,Closed,6343203,Mission Manor,1964,3,2,1572,4.1
1277,770000,1513 E Oregon AVE,85014,Closed,6361670,Sarko Sub,1958,3,2,1998,1.9
1278,590000,2915 N EVERGREEN ST,85014,Closed,6377008,COUNTRY CLUB TERRACE LOT 52-59,1954,3,2,1486,1.9
1279,362000,634 N 48TH ST,85008,Closed,6385669,DELANO ESTATES LOTS 157-169,1956,5,1.75,1715,4.5
1280,900000,3519 E CHOLLA ST,85028,Closed,6368680,DESERT PARADISE,1970,4,2,2496,0.6
1281,745000,4440 E NISBET RD,85032,Closed,6381654,COVEY UNIT,1987,3,2,2206,3.2
1282,540000,4306 N 10TH ST,85014,Closed,6375709,DEVONSHIRE MANOR,1950,3,2,1524,1.9
1283,680000,6843 E BELLEVIEW ST,85257,Closed,6335634,PAPAGO PARKWAY 4,1959,3,2.5,1888,#N/A
1284,720000,4237 N 35TH PL,85018,Closed,6376920,PALMS PARKWAY 2,1953,4,2,1643,2.2
1285,396000,2917 W MARLETTE AVE,85017,Closed,6367759,WEST PLAZA 7,1958,3,3.75,2159,4.1
1286,1200000,12219 N 59TH ST,85254,Closed,6377707,AVANT 1,1974,3,2.5,2574,1.1
1287,625000,725 W AIRE LIBRE AVE,85023,Closed,6376261,MOONLIGHT COVE 4,1995,4,2,2401,3.4
1288,460000,3633 E HARVARD ST,85008,Closed,6363601,NORTH EAST VILLAGE 1,1954,3,2,1446,4.5
1289,320000,7609 W HAZELWOOD ST,85033,Closed,6370102,MARLBOROUGH COUNTRY UNIT 10,1983,2,1,923,3.0
1290,410000,10829 N 45TH AVE,85304,Closed,6380348,KNOELL NORTH 8,1972,3,2,1696,0.2
1291,425000,2244 E Everett DR,85022,Closed,6385751,SUGARLOAF FOOTHILLS 2,1970,4,1.75,1641,2.6
1292,420000,3424 W HIDALGO AVE,85041,Closed,6378872,PARK MEADOWS UNIT 1,2005,3,2,1600,4.5
1293,840000,401 E OREGON AVE,85012,Closed,6389302,"CUESTA VISTA LOT 8-25, 45-52",1945,3,2.5,2313,0.6
1294,470000,809 E MONTE CRISTO AVE,85022,Closed,6370811,SUGGS MOON MOUNTAIN ESTATES,1979,3,2,1329,2.6
1295,406000,1308 E ALICE AVE,85020,Closed,6374573,NORTHERN-AIRE ESTATES 1,1961,3,2,1248,2.1
1296,760000,8513 E Bonnie Rose AVE,85250,Closed,6376807,Park Scottsdale 1,1962,4,2,1808,#N/A
1297,410000,4715 W Poinsettia DR,85304,Closed,6356279,Continental North Unit Eight,1973,3,2,1698,0.2
1298,758500,8744 N 6th DR,85021,Closed,6375125,MARTHA ANN ESTATES,1958,3,2,1611,2.8
1299,862500,1644 E RANCHO DR,85016,Closed,6387728,MADISON VILLAGE,1962,3,2,1686,3.2
1300,396900,2207 W MEADOW DR,85023,Closed,6374523,VILLAGE MEADOWS 6 LOTS 204-246,1960,3,2,1819,3.4
1301,449000,3618 E SHERIDAN ST,85008,Closed,6382875,NORTH EAST VILLAGE 1,1954,3,2,1119,4.5
1302,410000,7737 N 40TH DR,85051,Closed,6353657,NORTHERN PALMS UNIT 2,1970,4,2,2090,4.3
1303,450000,2225 W WHITTON AVE,85015,Closed,6370556,WESTWOOD ESTATES PLAT 2,1950,3,2,1520,5.5
1304,676000,2807 E Cortez ST,85028,Closed,6372118,Melrose Paradise Unit 4,1969,3,2,1660,0.6
1305,440000,15832 N 24TH AVE,85023,Closed,6363876,PONDEROSA HOMES NORTH 4,1977,3,2,1440,3.4
1306,580000,8223 E VIRGINIA AVE,85257,Closed,6383015,VILLAGE GROVE,1959,3,2,1712,#N/A
1307,1105000,242 W Royal Palm RD,85021,Closed,6375749,SUB OF SW4 SEC 32,1987,4,3,3457,2.8
1308,363000,1548 W ATLANTA AVE,85041,Closed,6373560,"HOME OWNER'S ESTATES 50-63, 78-84",1951,3,2,1259,4.5
1309,755000,5724 N 14TH ST,85014,Closed,6374765,MCADAMS MANOR,1952,3,2,1625,1.9
1310,345000,3102 W SIERRA VISTA DR,85017,Closed,6377777,Coral Gables,1963,3,2,1392,4.1
1311,425500,1813 W COOLIDGE ST,85015,Closed,6348184,WESTOWN AMENDED,1955,3,2,1477,5.5
1312,556875,2812 N 43RD ST,85008,Closed,6381768,EDGEMONT ESTATES,1979,2,2,1544,4.5
1313,448000,2229 W MEADOW DR,85023,Closed,6376022,VILLAGE MEADOWS 6 LOTS 204-246,1960,3,2,2371,3.4
1314,450000,6808 N 13TH ST,85014,Closed,6375293,ORANGO PLACE,1949,3,1,1129,1.9
1315,350000,3317 W SOLANO DR N,85017,Closed,6359221,"MARYVALE PARK 3 LOTS 661-831, TR C",1953,4,1,1521,4.1
1316,395000,1757 E WIER AVE,85040,Closed,6376586,PARK SOUTH 6,1961,3,2,1681,2.8
1317,580000,1812 E Amelia AVE,85016,Closed,6379177,RL Hicks Add,1950,3,2,1600,3.2
1318,510000,6233 W WETHERSFIELD RD,85304,Closed,6376632,WESTERRA,1980,4,2,1992,0.2
1319,305000,3808 W MEADOWBROOK AVE,85019,Closed,6376164,PARK WEST UNIT 3,1959,3,1.75,1298,2.5
1320,425000,6402 N 45TH DR,85301,Closed,6371421,WEST PLAZA 16,1964,4,2.5,2654,0.0
1321,401000,3020 W SAN JUAN AVE,85017,Closed,6384807,"MARYVALE PARK 2 AMD LOTS 243-415, & TR C",1952,4,2.5,1580,4.1
1322,875000,5039 E CORRINE DR,85254,Closed,6386448,CACTUS GLEN 2,1978,4,2,2244,1.1
1323,602000,2110 E SHARON DR,85022,Closed,6370540,CAVE CREEK UNIT 2,1993,4,2,1972,2.6
1324,515000,5664 W LOMA LN,85302,Closed,6319960,PARADISE VISTAS 2,2005,4,2.5,2961,0.0
1325,304000,3646 W MARICOPA ST,85009,Closed,6383235,WESTWARD HOMES 2,1965,4,2,1500,4.0
1326,470000,1016 W CAMPBELL AVE,85013,Closed,6365294,"PARK VIEW HOMES PLAT 2 LOTS 53-87, 274-281",1951,3,2,1261,2.0
1327,285000,6622 S MONTEZUMA ST,85041,Closed,6383246,SOUTHLAND UNIT 3,1949,4,2,1288,4.5
1328,330000,6934 W GEORGIA AVE,85303,Closed,6366991,HALLCRAFT WEST SIDE ESTATES 2,1978,3,2,1513,0.0
1329,752000,7501 E HOLLY ST,85257,Closed,6363798,SCOTTSDALE ESTATES 3 LOTS 222-339,1957,3,2,1498,#N/A
1330,300000,5222 W EDGEMONT AVE,85035,Closed,6375285,HOMESTEAD TERRACE 1,1978,2,1,1427,3.3
1331,770000,7502 E LATHAM ST,85257,Closed,6379504,NEW PAPAGO PARKWAY 8,1959,3,2,1550,#N/A
1332,470000,15234 N 28TH PL,85032,Closed,6364621,SOMBRA DE MONTOYA,2000,3,2,1449,3.2
1333,430000,4609 E ALMERIA RD,85008,Closed,6377457,RANCHO MIO,1953,3,2,1312,4.5
1334,610000,6149 N 23RD AVE,85015,Closed,6373812,MELROSE VALLEY ESTATES 1,1958,6,2,2352,5.5
1335,412500,6408 S 46TH PL,85042,Closed,6379233,WOODBRIAR UNIT 2,1972,4,2,1632,2.9
1336,458000,3825 W BERYL AVE,85051,Closed,6375619,Melrose Gardens,1972,3,2,1724,4.3
1337,453650,5019 W Glass LN,85339,Closed,6375942,Rogers Ranch,2005,5,3,2634,2.0
1338,655000,3440 E LARKSPUR DR,85032,Closed,6377857,MELROSE PARK PARADISE,1974,3,2,1878,3.2
1339,530000,1340 E INDIANOLA AVE,85014,Closed,6375869,Longview acres,1949,4,2,1726,1.9
1340,555000,2501 E Blanche DR,85032,Closed,6381219,Paradise Plaza Sub 2,1965,3,2,1300,3.2
1341,400000,536 W TURNEY AVE,85013,Closed,6357789,YAPLE PARK,1948,2,1,850,2.0
1342,465000,13123 N 21ST AVE,85029,Closed,6361528,MOON VALLEY GARDENS LOTS 377-392 & TR A,1962,4,2,1915,3.3
1343,699000,921 W CULVER ST,85007,Closed,6371248,STORY ADDITION PLAT B,1925,4,3,2030,1.6
1344,410000,5807 S 13th AVE,85041,Closed,6387434,SUNLAND RANCH,2022,3,2,1100,4.5
1345,441000,2124 W WOOD DR,85029,Closed,6374552,MOON VALLEY GARDENS,1965,4,2,1669,3.3
1346,591000,1808 W VERDE LN,85015,Closed,6374610,TERRACE VIEW,1951,3,2,2107,5.5
1347,520000,713 E HARWELL RD,85042,Closed,6376754,VILLAGES AT VERONA,2016,3,2,1734,2.9
1348,440000,5337 W Sanna ST,85302,Closed,6382108,Olive West 4,1972,4,2,1880,0.0
1349,430000,3222 W HEARN RD,85053,Closed,6345253,DEERVIEW UNIT 1,1966,4,2,2127,1.5
1350,375000,6819 W BERKELEY RD,85035,Closed,6365223,MARYVALE TERRACE NO. 41,1977,3,1,1120,3.3
1351,405000,5607 W ROANOKE AVE,85035,Closed,6393457,HOMESTEAD TERRACE UNIT 6,1970,3,2,1628,3.3
1352,320000,2205 W CAMBRIDGE AVE,85009,Closed,6366455,HENSON TRACT,1954,3,1,950,4.0
1353,578500,4736 E EDGEMONT AVE,85008,Closed,6386657,RANCHO VENTURA TR 29,1955,3,2,1713,4.5
1354,302000,3231 W MONTECITO AVE,85017,Closed,6376997,LYNNHAVEN PLAT 4,1954,3,2,1118,4.1
1355,436000,3119 W POLLACK ST,85041,Closed,6377658,LAVEEN VILLAGE AMD,2003,3,2.5,2040,4.5
1356,320000,3920 W Rancho DR,85019,Closed,6373777,WEST PLAZA 18,1966,3,2,1828,2.5
1357,599000,8310 E GRANADA RD,85257,Closed,6340244,"COX HEIGHTS 2 LOT 270-288, 297-381",1959,3,2,1380,#N/A
1358,788000,3043 E FLOWER ST,85016,Closed,6374571,CLAREMORE ESTATES,1958,3,3,1937,3.2
1359,545000,1142 E FLYNN LN,85014,Closed,6353405,BEVERLY MANOR ESTATES,1951,3,2,1317,1.9
1360,580000,3308 E CLARENDON AVE,85018,Closed,6384004,MARSHALL PARKWAY,1950,2,1,1292,2.2
1361,455000,7413 S 45TH DR,85339,Closed,6372420,ROGERS RANCH UNIT 4,2005,3,2,1661,2.0
1362,452000,9641 N 41ST DR,85051,Closed,6372516,NEWCASTLE VILLAGE 4,1971,3,2,1759,4.3
1363,470000,1037 E Glenrosa AVE,85014,Closed,6364864,Devonshire Manor,1950,2,1.75,1084,1.9
1364,675000,1021 W AIRE LIBRE AVE,85023,Closed,6380265,MOONLIGHT COVE 3,1995,4,2,1816,3.4
1365,593000,3458 E ACOMA DR,85032,Closed,6363871,PARADISE VALLEY OASIS NO. 10,1978,3,2,1648,3.2
1366,490000,7307 N 23RD DR,85021,Closed,6370463,WESTWOOD HEIGHTS 4,1964,3,2,1620,2.8
1367,416000,6533 W MOUNTAIN VIEW RD,85302,Closed,6376520,BRAEMAR GLEN UNIT 1,1974,4,2,1630,0.0
1368,451000,3821 W SHUMWAY FARM RD,85041,Closed,6356691,CAMERON CREEK,2004,4,2.5,2169,4.5
1369,490960,2110 W AVALON DR,85015,Closed,6376752,WESTWOOD VILLAGE,1952,3,2,1871,5.5
1370,650000,1120 W DAHLIA DR,85029,Closed,6368508,TAIT NORTH,1981,3,3,2456,3.3
1371,300000,6831 W WINDSOR AVE,85035,Closed,6388532,MARYVALE TERRACE #58,1981,3,1,1095,3.3
1372,401000,3819 W COLUMBINE DR,85029,Closed,6372245,SWEETWATER SUBDIVISION UNIT 3,1971,3,2,1436,3.3
