id,Price,Address,zip,status,mls,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT,CrimeRate
1738,350000,7309 W DEVONSHIRE AVE,85033,Closed,6368409,ELLEN TERRACE,1971,3,1.5,956,3.0
1739,445000,3559 W HEARN RD,85053,Closed,6367905,DEERVIEW UNIT 7,1971,4,2,2014,1.5
1740,370000,3601 W RANCHO DR,85019,Closed,6365273,LISTEL VISTA,1955,3,2,1138,2.5
1741,402950,8430 S 9 th ST,85042,Closed,6361031,Crestlea,1999,3,2,1296,2.9
1742,265000,5901 W ELM ST,85033,Closed,6376657,MARYVALE TERRACE NO. 25 AMD REPLAT A,1971,3,2,1317,3.0
1743,295000,5909 W ELM ST,85033,Closed,6376651,MARYVALE TERRACE NO. 25 AMD REPLAT A,1971,4,2,2038,3.0
1744,505000,2219 E JANICE WAY,85022,Closed,6367820,GREENWAY ESTATES NO. 2,1970,3,2,1442,2.6
1745,415545,2545 N DAYTON ST,85006,Closed,6362993,FOWLER TRACT LOTS 1-96,1935,3,1,902,1.9
1746,318000,9227 N 13TH ST,85020,Closed,6378609,HILLIER HTS,1954,3,1,1112,2.1
1747,374000,8514 W HIGHLAND AVE,85037,Closed,6370975,HORIZONS ON CAMELBACK UNIT 2,1995,3,2,1098,1.9
1748,402000,2223 W SURREY AVE,85029,Closed,6370063,MOON VALLEY GARDENS LOTS 377-392 & TR A,1966,3,2,1472,3.3
1749,442600,2201 W CARTER RD,85041,Closed,6355492,MOUNTAIN VISTA,2003,4,2,1743,4.5
1750,360000,2221 E BEVERLY LN,85022,Closed,6362218,PARADISE ESTATES,1960,3,2,1567,2.6
1751,375000,3305 N 84TH DR,85037,Closed,6375855,BOLERO COURT,1999,4,2,1518,1.9
1752,375000,5326 W PURDUE AVE,85302,Closed,6381225,PASEO PLACE REAMENDED,1979,3,1.75,1513,0.0
1753,540000,7308 E MAVERICK RD,85258,Closed,6374880,SANTO TOMAS SCOTTSDALE 3,1979,3,2,2080,0.0
1754,1000000,521 W CAMBRIDGE AVE,85003,Closed,6383733,LOMA VISTA,1942,4,3,1742,1.1
1755,325000,3026 W VILLA ST,85009,Closed,6366524,WILLOW SQUARE,1952,4,1.75,1488,4.0
1756,320000,15622 N 21ST ST,85022,Closed,6371495,NORTHTOWN UNIT 3-B,1974,2,1.75,1216,2.6
1757,640000,7520 E PAPAGO DR,85257,Closed,6377388,"NEW PAPAGO PARKWAY 11 LOTS 588-607, 614-628&TR C",1960,4,3,2021,#N/A
1758,625000,4428 E JOAN DE ARC AVE,85032,Closed,6359731,ROADRUNNER ESTATES EAST UNIT 4,1978,3,2,1917,3.2
1759,680000,3866 E CLARENDON AVE,85018,Closed,6380151,SUNCREST MANOR LOT 33-45,1954,4,2,1396,2.2
1760,550000,4735 N 24TH ST,85016,Closed,6378356,CAVALIER CAMPUS,1954,3,1.75,1596,3.2
1761,550000,4729 N 24TH ST,85016,Closed,6378350,CAVALIER CAMPUS 2,1954,3,1.75,1531,3.2
1762,275000,1515 W YAVAPAI ST W,85007,Closed,6348442,CHEERFUL HOMES,1941,4,2,1344,1.6
1763,318000,26 W RIVERSIDE ST,85041,Closed,6360849,"CENTRAL GARDENS 14-53, 80-94",1948,4,3.5,1316,4.5
1764,370000,5931 W MONTE VISTA RD,85035,Closed,6367978,MARYVALE TERRACE NO. 46 LOT 1183-1319 & TRACT A,1973,4,2,1344,3.3
1765,385000,3107 W SAN MIGUEL AVE,85017,Closed,6347425,MARYVALE PARK 4 LOTS 1004-1106 TRS A & B,1954,4,2,1414,4.1
1766,860000,3421 E SHANGRI LA RD,85028,Closed,6365702,DESERT PARADISE,1992,3,2.5,2500,0.6
1767,500000,2219 E MONTEROSA ST,85016,Closed,6323918,MANANA VISTA DOS,1948,3,1,1260,3.2
1768,315000,6205 S 11th ST,85042,Closed,6349798,MONTE VISTA GARDENS 1-35,1943,3,2,1455,2.9
1769,350000,2420 N 70TH DR,85035,Closed,6370817,SKYVIEW NORTH UNIT FIVE,1973,3,2,1152,3.3
1770,550000,4721 N 24TH ST,85016,Closed,6378331,CAVALIER CAMPUS 2,1954,3,1.75,1170,3.2
1771,375000,2802 N 48TH LN,85035,Closed,6341588,WEDGEWOOD PARK,1962,5,2,1579,3.3
1772,755000,4977 E ACOMA DR,85254,Closed,6378425,GREENBRIER EAST UNIT 4,1978,3,2,1817,1.1
1773,535000,14023 N 13 ST,85022,Closed,6354192,FAIRWAY AT THE POINTE,1994,3,2,1759,2.6
1774,795000,319 E FILLMORE ST,85281,Closed,6374275,PAPAGO MANOR SUBDIVISION,1961,4,3,1585,0.0
1775,525000,715 E AIRE LIBRE AVE,85022,Closed,6366460,GREENTRAILS,1983,3,2,1743,2.6
1776,371500,2717 W MCKINLEY ST,85009,Closed,6372553,NORTH WILLOW,1946,3,2,1662,4.0
1777,430000,3206 W SUNNYSIDE AVE,85029,Closed,6367565,CAVALIER FREEWAY NORTH,1968,4,1.75,1875,3.3
1778,305000,1432 E CULVER ST,85006,Closed,6377601,KENWOOD TRACTS A & B,1936,3,1,1176,1.9
1779,440000,5814 S 54TH LN,85339,Closed,6369147,RIVER WALK VILLAGES PHASE 1,2004,3,2,1564,2.0
1780,325000,3236 W ACAPULCO LN,85053,Closed,6375555,PATIO HOMES NORTH 2,1972,3,1,1160,1.5
1781,414000,7213 W HILTON AVE,85043,Closed,6373406,VALLE ELDORADO,2000,3,2,1392,3.2
1782,380000,832 S 31ST AVE,85009,Closed,6370870,BEG AT PT ON E LI SE4 SW4 774' N OF SE COR W 133' N 100' E 133' S 100' TO BEG EX E 33F & EX S 50F,2006,3,2,1448,4.0
1783,458000,7135 W Solano DR S,85303,Closed,6373184,BETHANY RANCH,2019,3,2,1895,0.0
1784,698000,6931 E ALMERIA RD,85257,Closed,6357758,REDLANDS,1958,3,2,1691,#N/A
1785,480000,14001 N 35TH DR,85053,Closed,6369480,DEERVIEW UNIT 7,1971,3,2,1850,1.5
1786,530000,10034 N 50TH AVE,85302,Closed,6377194,GREENBRIER UNIT 4,1976,4,1.75,1904,0.0
1787,544000,17421 N 6TH ST,85022,Closed,6360385,DESERT BELL ESTATES,1979,3,2,2613,2.6
1788,495000,1001 W 19TH ST,85281,Closed,6373961,PARKSIDE MANOR 2,1959,3,2,1530,0.0
1789,935000,221 W SWEETWATER AVE,85029,Closed,6368607,HERITAGE HIGHLANDS 2,1980,4,2,2581,3.3
1790,370000,6510 W ORANGE DR,85301,Closed,6352534,MARYVALE TERRACE 20 LOTS 6944-6948,1960,4,3,2751,0.0
1791,525000,414 E BETH DR,85042,Closed,6363109,SUMMIT AT SOUTH MOUNTAIN,2004,4,2.5,2887,2.9
1792,505000,110 W KINGS AVE,85023,Closed,6373302,MOONLIGHT COVE UNIT 5,1995,3,2,1720,3.4
1793,295000,1336 N 38 DR,85009,Closed,6362313,Franmar Manor,1960,3,2,1663,4.0
1794,550000,2424 W REDFIELD RD,85023,Closed,6367557,THUNDERBIRD VALLEY UNIT 1,1979,4,3,2344,3.4
1795,421000,2018 W Myrtle AVE,85021,Closed,6363105,Westwood Heights Unit 2,1960,3,1.75,1363,2.8
1796,525000,906 W Danbury DR,85023,Closed,6369739,DEER VALLEY ESTATES,1978,4,3,2080,3.4
1797,610000,2131 E PHELPS RD,85022,Closed,6363520,PARADISE 21 NORTH,2016,3,2,1581,2.6
1798,420000,2252 W PECAN RD,85041,Closed,6373575,PARK PHOENIX 3,1973,5,2,1897,4.5
1799,340000,4270 W TOWNLEY AVE,85051,Closed,6363445,NEWCASTLE HOMES UNIT 6,1966,3,2,1622,4.3
1800,473000,7347 W KEIM DR,85303,Closed,6375766,BETHANY HERMOSA PARK UNIT 2,1978,4,2,2126,0.0
1801,400000,7948 W HEATHERBRAE DR,85033,Closed,6373742,WILLOWS WEST UNIT 6,1980,4,2,1556,3.0
1802,375000,6512 W MCDOWELL RD,85035,Closed,6370622,MARYVALE TERRACE 39,1971,4,2,1412,3.3
1803,435000,2526 W WETHERSFIELD RD,85029,Closed,6370868,COX MEADOWS 3 LOT 228-293 & TR B,1962,4,2,1526,3.3
1804,415000,7629 W COLLEGE DR,85033,Closed,6362964,PONDEROSA HOMES WEST UNIT ONE,1975,4,2,1508,3.0
1805,435000,6225 S 15TH DR,85041,Closed,6348755,SOUTHGATE,2003,4,3,2349,4.5
1806,472000,2643 E HARTFORD AVE,85032,Closed,6297725,BELCANTO,2003,4,2,1610,3.2
1807,640000,7933 E CULVER ST,85257,Closed,6368285,MCDOWELL PARKWAY,1958,3,2,1362,#N/A
1808,525000,4125 E CAPTAIN DREYFUS AVE,85032,Closed,6367173,PARADISE VALLEY OASIS NO. 9,1976,3,3,1796,3.2
1809,438000,3128 W DAILEY ST,85053,Closed,6373928,COX MEADOWS 4,1964,3,2,1755,1.5
1810,825000,1149 E GRANDVIEW RD,85022,Closed,6364175,MOON VALLEY CANYON,1990,5,3,3122,2.6
1811,960000,1327 E LE MARCHE AVE,85022,Closed,6366937,MOON VALLEY CANYON LOT 1-119 TR A-I,1987,4,4,3695,2.6
1812,427000,4637 W NORTHVIEW AVE,85301,Closed,6373488,PALM LANE VILLAGE,1974,3,2,1622,0.0
1813,475000,3030 W Burgess LN,85041,Closed,6365740,Laveen Village III,2014,3,3,2357,4.5
1814,345000,4437 S 8TH PL S,85040,Closed,6370924,BROADWAY PARK,1946,3,1,1167,2.8
1815,480000,731 W SIESTA WAY,85041,Closed,6357476,DOBBINS CROSSING PHASE 1,2001,4,2.5,2885,4.5
1816,765000,2343 E CHOLLA ST,85028,Closed,6360866,DESERT VISTA 6,1979,3,2,1926,0.6
1817,320000,3302 W ASTER DR,85029,Closed,6378065,"WESTOWN 5 LOT 925-928, 943, 957-975 TR A & B",1960,3,1.75,1092,3.3
1818,410000,6260 N 70TH LN,85303,Closed,6375145,Cortina,2001,3,2,1505,0.0
1819,874000,1321 E MARCONI AVE,85022,Closed,6368503,MOON VALLEY CANYON LOT 1-119 TR A-I,1989,4,2.5,2479,2.6
1820,377000,1826 N 73RD AVE,85035,Closed,6351240,MARYVALE TERRACE 47,1974,4,2,1344,3.3
1821,510000,6601 S 18TH DR,85041,Closed,6301893,Vineyard Park,2002,5,3,2323,4.5
1822,645000,2221 E MARMORA ST,85022,Closed,6366630,CACTUS GARDENS LOT 26-86,1962,3,2.5,2220,2.6
1823,705000,3628 E WELDON AVE,85018,Closed,6371195,"SUNCREST ESTATES 2 LOT 90-140, 70-77",1953,3,2,1852,2.2
1824,345000,3726 W ROVEY AVE,85019,Closed,6364494,WEST PLAZA 10 LOT 1522-1701,1959,3,2,1290,2.5
1825,370000,5644 W WILSHIRE DR,85035,Closed,6372313,HOMESTEAD TERRACE UNIT 6,1970,3,2,1792,3.3
1826,925000,7807 S 31ST TER,85042,Closed,6370031,32ND STREET AND BASELINE,2007,4,3,2858,2.9
1827,412000,4559 W DAILEY ST,85306,Closed,6376114,K-LAND ESTATES,1998,3,2,1779,0.3
1828,335000,2014 N 51ST DR,85035,Closed,6356329,WEDGEWOOD PARK 9,1972,3,2,1783,3.3
1829,415000,3933 W BARNES LN,85051,Closed,6375372,NEWCASTLE VILLAGE UNIT 5,1971,3,2,1390,4.3
1830,380000,10216 N 65TH LN,85302,Closed,6367732,CHAPARRAL RANCH PATIO HOMES,1985,3,2,1190,0.0
1831,431000,6010 W SHANGRI LA RD,85304,Closed,6363504,OAKHOLLOW LOTS 1-209 & TR A,1987,3,2,1353,0.2
1832,440000,5055 N 71ST DR,85303,Closed,6342537,WEST CAMELBACK VILLAGE 3,1978,6,3,2169,0.0
1833,455000,3151 W Fremont RD,85041,Closed,6378959,Laveen Village,2003,4,2.5,2039,4.5
1834,360000,1701 E BURGESS LN,85042,Closed,6356724,SOUTHERN MANOR UNIT 1,1954,3,2,1420,2.9
1835,630000,1514 W MITCHELL DR W,85015,Closed,6357821,WESTWOOD TERRACE AMD,1952,3,2,1719,5.5
1836,403000,4008 E SAINT CATHERINE AVE,85042,Closed,6370827,UNIVERSITY MEADOWS UNIT 1,1972,4,3,1621,2.9
1837,275000,4246 N 30TH DR,85017,Closed,6380802,MISSION MANOR RESUB 35-58,1951,3,1.5,1327,4.1
1838,435000,4221 W MONTEBELLO AVE,85019,Closed,6369902,WEST PLAZA 24,1969,4,2,1680,2.5
1839,493000,405 E BETH DR,85042,Closed,6365396,SUMMIT AT SOUTH MOUNTAIN,2004,4,2,2165,2.9
1840,495000,2329 W MELODY DR,85041,Closed,6325210,SILVA MOUNTAIN UNIT 1,2010,4,3.5,2306,4.5
1841,210000,1615 W Yuma ST,85007,Closed,6367414,None,1946,1,1,582,1.6
1842,419000,1939 E ENCINAS LN,85040,Closed,6358921,SELLERS PLACE,2020,4,2,2035,2.8
1843,630000,1403 W LUKE AVE,85013,Closed,6372936,HANDELL VILLA,1950,3,2,1302,2.0
1844,425000,17229 N 8TH AVE,85023,Closed,6370469,DEER VALLEY ESTATES UNIT 3 LOTS 1 THROUGH 201,1977,3,2,1370,3.4
1845,405000,5237 W SUNNYSIDE DR,85304,Closed,6355662,PARKVIEW WEST UNIT 2,1978,3,2,1023,0.2
1846,380100,5843 W HEATHERBRAE DR,85031,Closed,6339307,MARYVALE TERRACE 13A LOTS 2645-2758 & TR A,1957,3,2,1871,2.4
1847,490000,7419 S 45TH AVE,85339,Closed,6372918,ROGERS RANCH UNIT 4,2005,4,2,2282,2.0
1848,452000,9425 N 63RD DR,85302,Closed,6368700,BRAEMAR GLEN,1979,4,2,1541,0.0
1849,340000,6628 N 28TH DR,85017,Closed,6370471,"OCOTILLO PARK LOTS 1-4, 48-74",1961,3,1.75,1261,4.1
1850,460000,4650 W SUNNYSIDE AVE,85304,Closed,6373779,CONTINENTAL NORTH UNIT 7,1971,3,2,1819,0.2
1851,355000,2639 N 63RD AVE,85035,Closed,6360991,MARYVALE TERRACE NO 55,1978,4,1,1148,3.3
1852,369000,2361 W WALTANN LN,85023,Closed,6369756,PONDEROSA HOMES NORTH UNIT 2,1974,3,2,1170,3.4
1853,462000,7258 W STATE AVE,85303,Closed,6360191,PARADISE VIEWS,2003,4,2.5,2458,0.0
1854,358000,3730 W CACTUS WREN DR,85051,Closed,6371106,COX PARK UNIT 2,1960,3,2,1252,4.3
1855,458000,6502 S 4TH ST,85042,Closed,6366336,ALTA VISTA,2019,4,2,1800,2.9
1856,350000,2212 N 52ND DR,85035,Closed,6352156,WEDGEWOOD PARK 9,1972,4,3,1495,3.3
1857,586900,15056 N 22ND ST,85022,Closed,6365983,CLEARVIEW 8,1985,4,2,1755,2.6
1858,495000,13840 N 34TH ST,85032,Closed,6368690,PARADISE VALLEY OASIS NO. 2-A WEST,1969,4,3,1374,3.2
1859,345500,2620 N 72ND DR,85035,Closed,6326969,SKYVIEW NORTH UNIT 4,1973,3,2,1221,3.3
1860,450000,1042 W 12TH PL,85281,Closed,6351329,PARKWAY MANOR UNIT 4,1963,3,2,1130,0.0
1861,305000,1617 W COLTER ST 9,85015,Closed,6313354,TRELLIS AT COLTER,2020,2,2.5,1254,5.5
1862,445000,6143 W Navajo DR,85302,Closed,6372612,Executive Palms,1999,3,2,1532,0.0
1863,425000,4101 W SAN MIGUEL AVE,85019,Closed,6369837,WEST PLAZA 21,1968,3,2,1610,2.5
1864,750000,74 W CULVER ST,85003,Closed,6359124,BLOUNT ADDITION,1936,3,2.75,1878,1.1
1865,450000,7439 W Reade AVE,85303,Closed,6371037,WINN ESTATES MCR 205/30 LOT 17 EX S 15F,1998,3,2,1609,0.0
1866,460000,5607 W WINNWOOD AVE,85304,Closed,6370600,WINNWOOD ESTATES UNIT 1,1982,3,2,1831,0.2
1867,400000,15819 N 4TH DR,85023,Closed,6381073,TAMARAC AT MOON VALLEY,1986,2,2,1324,3.4
1868,320000,6929 W PALM LN,85035,Closed,6378005,MARYVALE TERRACE NO. 41,1977,2,1,840,3.3
1869,432000,516 E SAINT KATERI LN,85042,Closed,6358140,HERITAGE AT ALTA VISTA AMD,2004,3,2,1718,2.9
1870,550000,10902 N 57TH AVE,85304,Closed,6361460,NORTH PLACE LOT 1-109 TR A-B,1989,4,3,2892,0.2
1871,445000,4201 W BARBARA AVE,85051,Closed,6350619,MANZANITA MANOR,1976,4,2,2064,4.3
1872,350000,5939 W CHEERY LYNN DR W,85033,Closed,6368865,"MARYVALE TERRACE 24 9306-9390, TR A",1960,3,2,1682,3.0
1873,390000,5238 W ENCANTO BLVD,85035,Closed,6370437,HOMESTEAD TERRACE UNIT 3 VARIOUS LOTS REPLAT,1968,3,2,1546,3.3
1874,425000,3233 E VIRGINIA AVE,85008,Closed,6354072,"LAWNDALE BLKS 1, 3",1952,3,2,1228,4.5
1875,405000,5210 W LAS PALMARITAS DR,85302,Closed,6354406,NORTHERN PALMS 4,1978,3,2,1541,0.0
1876,310000,4645 N 71ST AVE,85033,Closed,6379331,MARYVALE TERRACE 26 AMD LOTS 10369-10434 & TR A,1960,3,1.5,1215,3.0
1877,620000,1202 W CAMPBELL AVE,85013,Closed,6362959,PARK VIEW HOMES PLAT 2 LOTS 88-273,1952,4,2.5,1641,2.0
1878,477000,6804 S 45TH GLN,85339,Closed,6367275,ROGERS RANCH UNIT 3,2006,4,2.5,2464,2.0
1879,450000,811 W PICCADILLY RD W,85013,Closed,6370297,NORTH PARK CENTRAL UNIT 3,1952,3,1,1185,2.0
1880,475000,2501 E Amelia AVE,85016,Closed,6359646,Earl Heights,1947,2,1,1280,3.2
1881,479000,938 W Portland ST,85007,Closed,6375949,STORY ADDITION PLAT A,1942,3,1,1330,1.6
1882,407000,4411 W CAVALIER DR,85301,Closed,6371048,WEST PLAZA 14A LOT 205-213 & TR B,1962,4,2,1560,0.0
1883,469300,5729 N 71ST DR,85303,Closed,6367762,BETHANY RANCH,2019,3,2,1895,0.0
1884,525000,3004 N 22ND ST,85016,Closed,6369416,"OLIVE MANORS LOTS 28-50, 79-88",1952,3,2,1053,3.2
1885,421600,1141 E DIANA AVE,85020,Closed,6293883,NEW NORTHTOWN,1958,3,2,1092,2.1
1886,635000,325 W CAMPO BELLO DR,85023,Closed,6367197,BELLVUE,1996,3,2,2210,3.4
1887,740000,2802 E CAMPBELL AVE,85016,Closed,6343089,ST THOMAS PARK LTS 13-18,1959,3,1.75,1648,3.2
1888,550000,2943 E LAUREL LN,85028,Closed,6377602,IRONWOOD EAST 2,1976,3,2.5,1900,0.6
1889,687000,21 W BERYL AVE,85021,Closed,6367899,MOUNT CENTRAL PLACE LT 1-81 TR A-L N & M C PARK,1986,3,2,1788,2.8
1890,461000,4724 W SHANGRI LA RD,85304,Closed,6359890,VILLA CONTESSA,1974,3,2,1616,0.2
1891,445000,3202 W BELMONT AVE,85051,Closed,6372802,SANDS WEST UNIT 3,1964,3,2,1702,4.3
1892,465000,15032 N 25TH PL,85032,Closed,6370941,PARADISE PLAZA SUB 2,1966,3,2,1360,3.2
1893,403000,5346 W JESSICA LN,85339,Closed,6374179,RIVER WALK VILLAGES PHASE 1,2003,3,2,1315,2.0
1894,282000,4521 W CLARENDON AVE,85031,Closed,6362902,SIESTA VILLAGE 2,1955,4,2,1636,2.4
1895,400000,3118 W MISSOURI AVE,85017,Closed,6369848,MARYVALE PARK 4 LOTS 1004-1106 TRS A & B,1954,4,2.5,1414,4.1
1896,880000,11430 N 43RD ST,85028,Closed,6370068,VILLAGE FAIRWAYS,1984,4,2.5,2605,0.6
1897,375000,5314 N 19TH DR,85015,Closed,6369485,MISSOURI PARKWAY,1952,3,1,1053,5.5
1898,885000,3024 E ROMA AVE,85016,Closed,6376524,VALENCIA GARDENS,1952,3,2,1428,3.2
1899,1125000,4540 N 34TH PL N,85018,Closed,6376344,PREMIERE HEIGHTS,1971,3,2,1860,2.2
1900,360000,2126 E GRETTA PL,85022,Closed,6373304,NORTHTOWN UNIT 3-B,1973,2,2,1214,2.6
1901,459500,17426 N 1st DR N,85023,Closed,6365000,Bellvue,1994,3,2,1312,3.4
1902,380000,734 E FREMONT RD,85042,Closed,6376290,ANN LEE ESTATES,1961,3,2,1342,2.9
1903,315000,2943 W HIGHLAND AVE,85017,Closed,6358427,NORTHWEST VILLAGE 2,1953,3,2,1424,4.1
1904,320000,2942 W MISSOURI AVE,85017,Closed,6361638,"MARYVALE PARK 2 AMD LOTS 243-415, & TR C",1952,3,1.75,1257,4.1
1905,350000,831 N 61ST DR,85043,Closed,6384815,CENTURA WEST 2,1982,3,1,1080,3.2
1906,475000,6019 S 21ST DR,85041,Closed,6370844,VILLAGES AT SPENCER PLACE,2003,4,2,1684,4.5
1907,428000,5821 S 53RD GLN,85339,Closed,6367997,RIVER WALK VILLAGES PHASE 1,2004,4,2,1564,2.0
1908,400000,3641 W ALICE AVE,85051,Closed,6348326,SUNSET GARDENS,1960,4,3,2265,4.3
1909,430000,7405 W EVA ST,85345,Closed,6376123,WESTFIELD GARDENS 3,1996,3,2.5,1918,0.0
1910,350000,2818 W MINNEZONA AVE,85017,Closed,6371077,NORTHWEST VILLAGE 1,1954,4,2,1491,4.1
1911,905000,4145 N 34TH PL,85018,Closed,6356750,PALMS PARKWAY 1,1953,4,2,1630,2.2
1912,893000,7733 N 4TH AVE,85021,Closed,6364675,ORANGEWOOD LOTS 11-15 BLOCK 2,1965,5,3,2481,2.8
1913,420000,3048 W ACOMA DR,85053,Closed,6368578,KNOELL ROYAL OAKS UNIT 6,1977,3,2,1652,1.5
1914,317000,1428 E CARTER RD,85042,Closed,6380727,SOUTH POINT,1987,3,2,1144,2.9
1915,365000,4631 W MARSHALL AVE,85301,Closed,6369484,BETHANY HEIGHTS 3,1973,3,2,1424,0.0
1916,769000,8202 E ARLINGTON RD,85250,Closed,6364232,PARK SCOTTSDALE 12,1970,3,2,1839,#N/A
1917,420000,12820 N 24TH ST,85032,Closed,6386097,"CACTUS BLK 6, 7, 8",1951,4,2,1726,3.2
1918,910000,4440 E CAMPBELL AVE,85018,Closed,6367728,CAVALIER PALMS 1-41,1954,3,2,1169,2.2
1919,478000,3802 E Sweetwater AVE,85032,Closed,6365446,PARADISE VALLEY OASIS 5,1973,3,2,1240,3.2
1920,453000,7231 S 17TH DR,85041,Closed,6370835,COURTYARDS AT MADISON RANCH,2017,3,2.5,2288,4.5
1921,365000,7641 W Highland AVE,85033,Closed,6365732,Marlborough Country Unit 10,1979,2,2,1044,3.0
1922,950000,317 E ELM ST,85012,Closed,6365328,ST FRANCIS MANORS,1952,4,3,2559,0.6
1923,325000,2124 W PECAN RD,85041,Closed,6348705,PARK PHOENIX 2,1962,3,2,1218,4.5
1924,760000,2940 E AVALON DR,85016,Closed,6352220,EASTWOOD PARK,1950,4,2.5,2185,3.2
1925,385000,3443 W Mescal ST,85029,Closed,6352989,Knoell North,1973,3,2,1829,3.3
1926,651000,337 E GARFIELD ST,85281,Closed,6365591,PAPAGO PARKWAY 5,1959,4,3,1663,0.0
1927,540000,7712 S 25TH AVE,85041,Closed,6369921,SILVA MOUNTAIN UNIT 1,2007,5,3,2882,4.5
1928,520000,1422 N MCALLISTER AVE,85281,Closed,6378197,CAVALIER HILLS 1,1960,3,2,1477,0.0
1929,270000,4434 S 8TH ST,85040,Closed,6334166,BROADWAY PARK,1946,3,1,1074,2.8
1930,332000,1930 E PARADISE LN,85022,Closed,6364027,SUNCREST VILLAS EAST 5 LOT 280-343 & TR A,1986,2,1,824,2.6
1931,420000,6816 S 5TH AVE,85041,Closed,6372676,WHITMOR VILLA 3,1956,4,3,2048,4.5
1932,375000,2026 N 77TH DR,85035,Closed,6348300,VINSANTO,2016,3,3.5,1661,3.3
1933,451000,1323 W 10TH PL,85281,Closed,6366699,MARGO MANOR LOTS 71-115,1961,3,1.75,1274,0.0
1934,450000,1633 W COLTER ST,85015,Closed,6371708,NILE TRACT BLOCK 2,1955,3,2,1465,5.5
1935,429000,8718 N 57TH LN,85302,Closed,6332656,RANDOLPH RANCH,1999,3,2,1679,0.0
1936,625000,1947 E MONTE VISTA RD,85006,Closed,6368679,ROSELAWN HEIGHTS LOTS 9-12,2017,4,2,2078,1.9
1937,525000,2420 N PAPAGO DR,85281,Closed,6370591,PAPAGO PARKWAY 6,1958,3,2,1092,0.0
1938,467000,4525 S 26TH DR,85041,Closed,6367609,GRAYSON SQUARE,2006,4,2,1849,4.5
1939,602000,12808 N 38TH PL,85032,Closed,6374290,PLEASANT VALLEY ESTATES 2,1979,3,2,1646,3.2
1940,650000,3843 N 34TH PL,85018,Closed,6367784,TIERRA VILLA NO 1,1971,3,2,1188,2.2
1941,391000,5748 W VISTA AVE,85301,Closed,6364007,SANDS ESTATES,1955,3,2,1560,0.0
1942,397000,8108 W HAZELWOOD ST,85033,Closed,6372842,MARYVALE TERRACE NO. 53-B,1980,4,2,1483,3.0
1943,715000,231 W BEVERLY LN,85023,Closed,6359177,LOOKOUT MOUNTAIN,2018,3,2.5,2686,3.4
1944,460000,3720 W STATE AVE,85051,Closed,6369363,Sungold 2,1960,3,2,1716,4.3
1945,387500,6026 W COLUMBUS AVE,85033,Closed,6318533,PENDERGAST ESTATES 3,1972,3,2,1764,3.0
1946,305000,3936 W CORONADO RD,85009,Closed,6364376,DEL MONTE VILLAGE 7,1958,3,1,1000,4.0
1947,475000,12012 N 62ND DR,85304,Closed,6363545,COPPERWOOD UNIT 2,1979,3,2,1794,0.2
1948,340000,4138 W MISSOURI AVE,85019,Closed,6367917,WEST PLAZA 21,1968,5,2,1818,2.5
1949,556500,1716 W BASELINE RD,85041,Closed,6369103,N/A,1962,3,3,1880,4.5
1950,800000,536 W WINDSOR AVE,85003,Closed,6370774,LOU MAR VISTA,1948,3,2,1814,1.1
1951,391000,1428 E PORTLAND ST,85006,Closed,6359521,SASSE ADDITION,1942,2,1,812,1.9
1952,460000,4923 E Granada RD,85008,Closed,6383175,Orangedale Manor,1956,3,2,1287,4.5
1953,375000,701 N 40TH AVE,85009,Closed,6365314,M&B,1950,3,2,1408,4.0
1954,315000,8117 N 31ST AVE,85051,Closed,6367555,ALTA VISTA 2,1953,3,1,1014,4.3
1955,400000,3727 W MARLETTE AVE,85019,Closed,6358183,"WEST PLAZA 8 LOT 971-1004, 1051-1185",1959,4,3,2000,2.5
1956,450000,3633 E YALE ST,85008,Closed,6370420,NORTH EAST VILLAGE 1,1954,3,2,1440,4.5
1957,317000,606 W GRANDVIEW RD,85023,Closed,6378215,TURTLE CREEK,1988,2,2,1246,3.4
1958,510000,2038 W MARCONI AVE,85023,Closed,6371935,NORTHGATE,2007,3,2.5,1753,3.4
1959,380000,2015 E VISTA DR,85022,Closed,6371509,GLEN HEATHER UNIT 2,1979,3,2,1261,2.6
1960,250000,14838 N 24TH DR 1,85023,Closed,6382395,CANYON CREEK DEER VALLEY UNIT 4 MOD TRACT S,1982,3,2,1342,3.4
1961,435000,107 E LA MIRADA DR,85042,Closed,6364311,LA MIRADA,1954,4,1.75,1764,2.9
1962,410000,3716 W SHANGRI LA RD,85029,Closed,6368026,MELROSE GARDENS NW UNIT 3,1969,3,2,1458,3.3
1963,325000,2322 E NANCY LN,85042,Closed,6358345,DEL MONTE PLAZA,1958,4,2,1154,2.9
1964,510000,5132 W GRENADINE RD,85339,Closed,6355623,RIVER WALK VILLAGES PHASE 2A,2005,5,3,2461,2.0
1965,500000,2422 E DARREL RD,85042,Closed,6373830,FAIRWAYS AT THE LEGACY UNIT 2 REPLAT,2000,4,2.5,2259,2.9
1966,385000,5609 W GLENROSA AVE,85031,Closed,6361118,MARYVALE TERRACE 15,1957,4,2,1692,2.4
1967,270000,2317 N 47TH DR,85035,Closed,6336741,WEDGEWOOD PARK,1963,3,1.5,1334,3.3
1968,625000,7731 N 17TH DR,85021,Closed,6370906,NORTHERN STAR,1954,3,2,1765,2.8
